source,scope,stage_id,stage_name,event_count,elapsed_coverage_ratio
OSWorld-Verified,opencua_agent-opencua_32b-cot_l2-action_history-3image-Ubuntu-100steps,S4,action_decision,25926,0.0
OSWorld-Verified,opencua_agent-opencua_32b-cot_l2-action_history-3image-Ubuntu-100steps,S5,actuation_desktop_gui,25926,0.0
OSWorld-Verified,opencua_agent-opencua_32b-cot_l2-action_history-3image-Ubuntu-100steps,S6,environment_result_wait,25926,0.0
OSWorld-Verified,opencua_agent-opencua_32b-cot_l2-action_history-3image-Ubuntu-100steps,S7,feedback_error_recovery,1558,0.0
OSWorld-Verified,opencua_agent-opencua_32b-cot_l2-action_history-3image-Ubuntu-100steps,S8,validation_finalization,1083,0.0
OSWorld-Verified,opencua_agent-opencua_32b-cot_l2-action_history-3image-Ubuntu-15steps,S0,setup,1083,0.0
OSWorld-Verified,opencua_agent-opencua_32b-cot_l2-action_history-3image-Ubuntu-15steps,S1,goal_interpretation_planning,1083,0.0
OSWorld-Verified,opencua_agent-opencua_32b-cot_l2-action_history-3image-Ubuntu-15steps,S2,observation_capture,12032,0.0
OSWorld-Verified,opencua_agent-opencua_32b-cot_l2-action_history-3image-Ubuntu-15steps,S3,context_building,12032,0.0
OSWorld-Verified,opencua_agent-opencua_32b-cot_l2-action_history-3image-Ubuntu-15steps,S4,action_decision,12032,0.0
OSWorld-Verified,opencua_agent-opencua_32b-cot_l2-action_history-3image-Ubuntu-15steps,S5,actuation_desktop_gui,12032,0.0
OSWorld-Verified,opencua_agent-opencua_32b-cot_l2-action_history-3image-Ubuntu-15steps,S6,environment_result_wait,12032,0.0
OSWorld-Verified,opencua_agent-opencua_32b-cot_l2-action_history-3image-Ubuntu-15steps,S7,feedback_error_recovery,482,0.0
OSWorld-Verified,opencua_agent-opencua_32b-cot_l2-action_history-3image-Ubuntu-15steps,S8,validation_finalization,1083,0.0
OSWorld-Verified,opencua_agent-opencua_32b-cot_l2-action_history-3image-Ubuntu-50steps,S0,setup,1083,0.0
OSWorld-Verified,opencua_agent-opencua_32b-cot_l2-action_history-3image-Ubuntu-50steps,S1,goal_interpretation_planning,1083,0.0
OSWorld-Verified,opencua_agent-opencua_32b-cot_l2-action_history-3image-Ubuntu-50steps,S2,observation_capture,21240,0.0
OSWorld-Verified,opencua_agent-opencua_32b-cot_l2-action_history-3image-Ubuntu-50steps,S3,context_building,21240,0.0
OSWorld-Verified,opencua_agent-opencua_32b-cot_l2-action_history-3image-Ubuntu-50steps,S4,action_decision,21240,0.0
OSWorld-Verified,opencua_agent-opencua_32b-cot_l2-action_history-3image-Ubuntu-50steps,S5,actuation_desktop_gui,21240,0.0
OSWorld-Verified,opencua_agent-opencua_32b-cot_l2-action_history-3image-Ubuntu-50steps,S6,environment_result_wait,21240,0.0
OSWorld-Verified,opencua_agent-opencua_32b-cot_l2-action_history-3image-Ubuntu-50steps,S7,feedback_error_recovery,1184,0.0
OSWorld-Verified,opencua_agent-opencua_32b-cot_l2-action_history-3image-Ubuntu-50steps,S8,validation_finalization,1083,0.0
OSWorld-Verified,opencua_agent-opencua_7b-cot_l2-action_history-3image-Ubuntu-100steps,S0,setup,1083,0.0
OSWorld-Verified,opencua_agent-opencua_7b-cot_l2-action_history-3image-Ubuntu-100steps,S1,goal_interpretation_planning,1083,0.0
OSWorld-Verified,opencua_agent-opencua_7b-cot_l2-action_history-3image-Ubuntu-100steps,S2,observation_capture,24886,0.0
OSWorld-Verified,opencua_agent-opencua_7b-cot_l2-action_history-3image-Ubuntu-100steps,S3,context_building,24886,0.0
OSWorld-Verified,opencua_agent-opencua_7b-cot_l2-action_history-3image-Ubuntu-100steps,S4,action_decision,24886,0.0
OSWorld-Verified,opencua_agent-opencua_7b-cot_l2-action_history-3image-Ubuntu-100steps,S5,actuation_desktop_gui,24886,0.0
OSWorld-Verified,opencua_agent-opencua_7b-cot_l2-action_history-3image-Ubuntu-100steps,S6,environment_result_wait,24886,0.0
OSWorld-Verified,opencua_agent-opencua_7b-cot_l2-action_history-3image-Ubuntu-100steps,S7,feedback_error_recovery,1120,0.0
OSWorld-Verified,opencua_agent-opencua_7b-cot_l2-action_history-3image-Ubuntu-100steps,S8,validation_finalization,1083,0.0
OSWorld-Verified,opencua_agent-opencua_7b-cot_l2-action_history-3image-Ubuntu-15steps,S0,setup,1083,0.0
OSWorld-Verified,opencua_agent-opencua_7b-cot_l2-action_history-3image-Ubuntu-15steps,S1,goal_interpretation_planning,1083,0.0
OSWorld-Verified,opencua_agent-opencua_7b-cot_l2-action_history-3image-Ubuntu-15steps,S2,observation_capture,12363,0.0
OSWorld-Verified,opencua_agent-opencua_7b-cot_l2-action_history-3image-Ubuntu-15steps,S3,context_building,12363,0.0
OSWorld-Verified,opencua_agent-opencua_7b-cot_l2-action_history-3image-Ubuntu-15steps,S4,action_decision,12363,0.0
OSWorld-Verified,opencua_agent-opencua_7b-cot_l2-action_history-3image-Ubuntu-15steps,S5,actuation_desktop_gui,12363,0.0
OSWorld-Verified,opencua_agent-opencua_7b-cot_l2-action_history-3image-Ubuntu-15steps,S6,environment_result_wait,12363,0.0
OSWorld-Verified,opencua_agent-opencua_7b-cot_l2-action_history-3image-Ubuntu-15steps,S7,feedback_error_recovery,553,0.0
OSWorld-Verified,opencua_agent-opencua_7b-cot_l2-action_history-3image-Ubuntu-15steps,S8,validation_finalization,1083,0.0
OSWorld-Verified,opencua_agent-opencua_7b-cot_l2-action_history-3image-Ubuntu-50steps,S0,setup,1082,0.0
OSWorld-Verified,opencua_agent-opencua_7b-cot_l2-action_history-3image-Ubuntu-50steps,S1,goal_interpretation_planning,1082,0.0
OSWorld-Verified,opencua_agent-opencua_7b-cot_l2-action_history-3image-Ubuntu-50steps,S2,observation_capture,21691,0.0
OSWorld-Verified,opencua_agent-opencua_7b-cot_l2-action_history-3image-Ubuntu-50steps,S3,context_building,21691,0.0
OSWorld-Verified,opencua_agent-opencua_7b-cot_l2-action_history-3image-Ubuntu-50steps,S4,action_decision,21691,0.0
OSWorld-Verified,opencua_agent-opencua_7b-cot_l2-action_history-3image-Ubuntu-50steps,S5,actuation_desktop_gui,21691,0.0
OSWorld-Verified,opencua_agent-opencua_7b-cot_l2-action_history-3image-Ubuntu-50steps,S6,environment_result_wait,21691,0.0
OSWorld-Verified,opencua_agent-opencua_7b-cot_l2-action_history-3image-Ubuntu-50steps,S7,feedback_error_recovery,1010,0.0
OSWorld-Verified,opencua_agent-opencua_7b-cot_l2-action_history-3image-Ubuntu-50steps,S8,validation_finalization,1082,0.0
OSWorld-Verified,opencua_agent-opencua_a3b-cot_l2-action_history-3image-Ubuntu-100step,S0,setup,361,0.0
OSWorld-Verified,opencua_agent-opencua_a3b-cot_l2-action_history-3image-Ubuntu-100step,S1,goal_interpretation_planning,361,0.0
OSWorld-Verified,opencua_agent-opencua_a3b-cot_l2-action_history-3image-Ubuntu-100step,S2,observation_capture,8590,0.0
OSWorld-Verified,opencua_agent-opencua_a3b-cot_l2-action_history-3image-Ubuntu-100step,S3,context_building,8590,0.0
OSWorld-Verified,opencua_agent-opencua_a3b-cot_l2-action_history-3image-Ubuntu-100step,S4,action_decision,8590,0.0
OSWorld-Verified,opencua_agent-opencua_a3b-cot_l2-action_history-3image-Ubuntu-100step,S5,actuation_desktop_gui,8590,0.0
OSWorld-Verified,opencua_agent-opencua_a3b-cot_l2-action_history-3image-Ubuntu-100step,S6,environment_result_wait,8590,0.0
OSWorld-Verified,opencua_agent-opencua_a3b-cot_l2-action_history-3image-Ubuntu-100step,S7,feedback_error_recovery,633,0.0
OSWorld-Verified,opencua_agent-opencua_a3b-cot_l2-action_history-3image-Ubuntu-100step,S8,validation_finalization,361,0.0
OSWorld-Verified,opencua_agent-opencua_a3b-cot_l2-action_history-3image-Ubuntu-15step,S0,setup,361,0.0
OSWorld-Verified,opencua_agent-opencua_a3b-cot_l2-action_history-3image-Ubuntu-15step,S1,goal_interpretation_planning,361,0.0
OSWorld-Verified,opencua_agent-opencua_a3b-cot_l2-action_history-3image-Ubuntu-15step,S2,observation_capture,4175,0.0
OSWorld-Verified,opencua_agent-opencua_a3b-cot_l2-action_history-3image-Ubuntu-15step,S3,context_building,4175,0.0
OSWorld-Verified,opencua_agent-opencua_a3b-cot_l2-action_history-3image-Ubuntu-15step,S4,action_decision,4175,0.0
OSWorld-Verified,opencua_agent-opencua_a3b-cot_l2-action_history-3image-Ubuntu-15step,S5,actuation_desktop_gui,4175,0.0
OSWorld-Verified,opencua_agent-opencua_a3b-cot_l2-action_history-3image-Ubuntu-15step,S6,environment_result_wait,4175,0.0
OSWorld-Verified,opencua_agent-opencua_a3b-cot_l2-action_history-3image-Ubuntu-15step,S7,feedback_error_recovery,169,0.0
OSWorld-Verified,opencua_agent-opencua_a3b-cot_l2-action_history-3image-Ubuntu-15step,S8,validation_finalization,361,0.0
OSWorld-Verified,opencua_agent-opencua_a3b-cot_l2-action_history-3image-Ubuntu-50step,S0,setup,361,0.0
OSWorld-Verified,opencua_agent-opencua_a3b-cot_l2-action_history-3image-Ubuntu-50step,S1,goal_interpretation_planning,361,0.0
OSWorld-Verified,opencua_agent-opencua_a3b-cot_l2-action_history-3image-Ubuntu-50step,S2,observation_capture,6761,0.0
OSWorld-Verified,opencua_agent-opencua_a3b-cot_l2-action_history-3image-Ubuntu-50step,S3,context_building,6761,0.0
OSWorld-Verified,opencua_agent-opencua_a3b-cot_l2-action_history-3image-Ubuntu-50step,S4,action_decision,6761,0.0
OSWorld-Verified,opencua_agent-opencua_a3b-cot_l2-action_history-3image-Ubuntu-50step,S5,actuation_desktop_gui,6761,0.0
OSWorld-Verified,opencua_agent-opencua_a3b-cot_l2-action_history-3image-Ubuntu-50step,S6,environment_result_wait,6761,0.0
OSWorld-Verified,opencua_agent-opencua_a3b-cot_l2-action_history-3image-Ubuntu-50step,S7,feedback_error_recovery,302,0.0
OSWorld-Verified,opencua_agent-opencua_a3b-cot_l2-action_history-3image-Ubuntu-50step,S8,validation_finalization,361,0.0
tau-bench,claude-3.5-sonnet::airline,S1,goal_interpretation_planning,400,0.0
tau-bench,claude-3.5-sonnet::airline,S2,observation_capture,2313,0.0
tau-bench,claude-3.5-sonnet::airline,S4,action_decision,4319,0.0
tau-bench,claude-3.5-sonnet::airline,S5,actuation_tool_call,2761,0.0
tau-bench,claude-3.5-sonnet::airline,S6,environment_result_wait,2677,0.0
tau-bench,claude-3.5-sonnet::airline,S7,feedback_error_recovery,439,0.0
tau-bench,claude-3.5-sonnet::airline,S8,validation_finalization,400,0.0
tau-bench,claude-3.5-sonnet::retail,S1,goal_interpretation_planning,920,0.0
tau-bench,claude-3.5-sonnet::retail,S2,observation_capture,6458,0.0
tau-bench,claude-3.5-sonnet::retail,S4,action_decision,11863,0.0
tau-bench,claude-3.5-sonnet::retail,S5,actuation_tool_call,7086,0.0
tau-bench,claude-3.5-sonnet::retail,S6,environment_result_wait,6596,0.0
tau-bench,claude-3.5-sonnet::retail,S7,feedback_error_recovery,1251,0.0
tau-bench,claude-3.5-sonnet::retail,S8,validation_finalization,920,0.0
tau-bench,gpt-4o::airline,S1,goal_interpretation_planning,200,0.0
tau-bench,gpt-4o::airline,S2,observation_capture,1490,0.0
tau-bench,gpt-4o::airline,S4,action_decision,2434,0.0
tau-bench,gpt-4o::airline,S5,actuation_tool_call,1164,0.0
tau-bench,gpt-4o::airline,S6,environment_result_wait,1091,0.0
tau-bench,gpt-4o::airline,S7,feedback_error_recovery,93,0.0
tau-bench,gpt-4o::airline,S8,validation_finalization,200,0.0
tau-bench,gpt-4o::retail,S1,goal_interpretation_planning,460,0.0
tau-bench,gpt-4o::retail,S2,observation_capture,3750,0.0
tau-bench,gpt-4o::retail,S4,action_decision,6392,0.0
tau-bench,gpt-4o::retail,S5,actuation_tool_call,3274,0.0
tau-bench,gpt-4o::retail,S6,environment_result_wait,2998,0.0
tau-bench,gpt-4o::retail,S7,feedback_error_recovery,448,0.0
tau-bench,gpt-4o::retail,S8,validation_finalization,460,0.0
